      0.263861	      0.100425
     -0.018713	      0.036848
      0.007228	      0.015358
     -0.005347	      0.013017
      0.010000	      0.038486
     -0.007228	      0.017695
     -0.000396	      0.005615
     -0.001485	      0.011972
      0.000099	      0.002983
      0.001089	      0.007822
      0.000198	      0.001393
      0.000297	      0.001698
     -0.001386	      0.008329
     -0.002178	      0.012396
      0.005644	      0.015052
     -0.001584	      0.016028
     -0.000891	      0.024820
     -0.003960	      0.014007
     -0.031386	      0.103494
      0.006436	      0.017268
      0.016832	      0.033298
     -0.005743	      0.016965
      0.014653	      0.027739
     -0.514257	      0.132391
     -0.292277	      0.127744
     -0.013267	      0.064257
     -0.080594	      0.023497
     -0.123663	      0.084581
     -0.335644	      0.090482
     -0.596733	      0.067825
     -0.859901	      0.088278
     -0.513465	      0.062481
     -0.014059	      0.053938
     -0.835545	      0.070591
     -0.366436	      0.057619
     -0.312277	      0.089949
     -0.511881	      0.093393
     -0.096733	      0.039329
     -0.002574	      0.020521
     -0.021980	      0.018240
     -0.024950	      0.041041
     -0.028911	      0.032788
      0.004554	      0.032837
     -0.026040	      0.031247
     -0.012376	      0.031027
     -0.009010	      0.021318
     -0.011881	      0.031863
     -0.003861	      0.025328
     -0.029109	      0.033688
      0.032871	      0.042574
     -0.028317	      0.027721
      0.016040	      0.041269
     -0.003762	      0.024610
     -0.011485	      0.044796
     -0.066238	      0.067514
     -0.120297	      0.099020
